aluminium,arsenic,cadmium,chloramine,chromium,is_safe
0.41,0.04,0.005,5.73,0.07,1
0.54,0.02,0.001,6.21,0.79,1
0.92,0.02,0.005,6.07,0.67,1
3.35,0.03,0.006,5.59,0.8,0
2.72,0.01,0.002,3.36,0.63,0
2.48,0.05,0.001,4.02,0.62,0
1.61,0.02,0.008,6.6,0.83,0
4.33,0.02,0.006,5.89,0.04,0
3.95,0.04,0.002,6.52,0.28,0
2.97,0.03,0.001,0.64,0.69,1
0.32,0.03,0.002,1.53,0.18,1
2.91,0.02,0.009,0.48,0.77,1
4.56,0.04,0.003,6.24,0.57,0
1.37,0.02,0.001,5.88,0.09,1
4.72,0.02,0.005,4.55,0.24,1
0.31,0.01,0.007,2.94,0.14,1
1.37,0.02,0.002,6.12,0.35,1
1.76,0.01,0.009,3.42,0.86,0
2.33,0.01,0.003,2.01,0.51,1
4.74,0.02,0.001,2.55,0.82,1
2.54,0.03,0.005,6.27,0.63,0
4.61,0.01,0.001,3.33,0.42,1
1.2,0.001,0.006,3.29,0.5,1
1.28,0.04,0.009,7.85,0.03,1
1.99,0.001,0.005,7.31,0.25,0
3.75,0.02,0.001,3.88,0.41,0
4.69,0.001,0.001,3.48,0.15,0
3.48,0.01,0.002,6.2,0.23,1
1.79,0.03,0.001,7.99,0.14,1
3.62,0.02,0.004,2.12,0,1
0.77,0.01,0.008,3.51,0.86,0
1.19,0.03,0.007,6.86,0.81,1
4.13,0.01,0.001,6.7,0.62,0
3.75,0.01,0.002,4.84,0.04,0
3.48,0.04,0.002,4.77,0.19,1
0.34,0.01,0.006,4.93,0.42,0
1.35,0.04,0.006,0.1,0.31,1
2.41,0.03,0.005,7.12,0.49,0
2.63,0.04,0.005,5.42,0.65,1
3.14,0.02,0.008,4.54,0.1,1
3.54,0.05,0.006,4.43,0.5,1
0.43,0.03,0.002,7.12,0.25,1
2.09,0.02,0.008,3.28,0.57,0
0.56,0.03,0.006,0.73,0.78,1
1.81,0.01,0.002,2.8,0.15,1
0.23,0.05,0.001,0.5,0.17,0
4.1,0.01,0.004,2.51,0.11,1
3.47,0.03,0.009,3.1,0.69,1
3.76,0.04,0.002,1.11,0.11,0
2.99,0.04,0.009,5.9,0.72,0
3.11,0.001,0.001,1.4,0.29,0
4.27,0.04,0.006,6.5,0.21,1
0.76,0.03,0.001,5.33,0.57,1
0.18,0.02,0.004,1.56,0.48,0
0.69,0.01,0.007,7.78,0.85,1
3.85,0.03,0.005,6.68,0.63,1
0.36,0.04,0.001,5.21,0.83,1
1.97,0.04,0.006,3.65,0.2,0
4.59,0.01,0.009,5.17,0.37,1
4.33,0.02,0.007,3.3,0.87,0
3.72,0.05,0.008,6.53,0.64,0
1.74,0.03,0.001,5.33,0.44,0
2.92,0.01,0.001,3.37,0.11,0
2.94,0.01,0.002,2.97,0.3,0
0.93,0.01,0.007,2.37,0.17,1
0.26,0.04,0.005,3.01,0.65,1
2.66,0.01,0.004,2.03,0.59,0
2.04,0.04,0.002,3.16,0.32,1
4.56,0.03,0.008,1.33,0.12,0
1.54,0.03,0.002,4.54,0.16,1
4.41,0.04,0.002,5.71,0.03,0
1.4,0.04,0.009,4.24,0.02,1
1.21,0.04,0.001,1.16,0.71,0
2.55,0.05,0.006,7.48,0.07,0
1.08,0.001,0.009,4.63,0.56,1
0.81,0.02,0.007,7.86,0.07,1
0.94,0.03,0.002,0.96,0.56,1
0.43,0.04,0.003,6.78,0.37,1
0.32,0.04,0.008,0.34,0.76,1
0.58,0.02,0.006,6.07,0.28,1
0.16,0.04,0.004,2.19,0.05,1
0.45,0.04,0.003,2.35,0.01,1
0.33,0.01,0.004,7.22,0.36,0
0.45,0.04,0.006,5.23,0.84,1
3.2,0.01,0.002,4.24,0.45,1
2.61,0.01,0.006,6.1,0.39,0
1.27,0.03,0.008,6.23,0.84,1
2.17,0.02,0.005,7.08,0.62,0
3.5,0.01,0.006,5.69,0.89,0
4.39,0.01,0.008,4.39,0.19,1
1.86,0.04,0.001,5.65,0.69,1
2.41,0.03,0.008,6.26,0.73,1
1.51,0.03,0.001,7.54,0.76,1
4.8,0.04,0.003,2.37,0.11,0
3.13,0.03,0.006,3.33,0.55,1
0.61,0.03,0.006,7.86,0.49,0
2.85,0.02,0.002,6.32,0.58,1
0.23,0.05,0.002,6.83,0.2,1
2.25,0.01,0.009,5.67,0.64,1
2.54,0.03,0.002,2.03,0.82,1
2.45,0.03,0.001,1.82,0.06,1
3.13,0.02,0.008,6.25,0.32,1
4.55,0.04,0.003,3.64,0.43,0
4.39,0.04,0.003,2.92,0.41,1
4.57,0.01,0.007,3.07,0.65,0
1.55,0.02,0.007,7.52,0.03,1
2.56,0.001,0.001,1.39,0.74,1
0.42,0.04,0.008,6.92,0.61,1
2.13,0.05,0.005,0.5,0.52,1
4.75,0.04,0.001,6.36,0.35,1
4.36,0.01,0.001,7.89,0.55,0
3.93,0.01,0.004,3.53,0.4,1
0.86,0.01,0.008,6.5,0.09,1
0.38,0.04,0.007,7.05,0.25,0
2.06,0.01,0.004,2.77,0.24,1
4.78,0.03,0.008,1.9,0.79,1
3.43,0.04,0.008,1.49,0.15,1
4.81,0.02,0.005,0.7,0.17,1
0.6,0.02,0.004,4.16,0.57,0
4.05,0.02,0.003,4.18,0.6,0
0.48,0.01,0.003,6.81,0.34,1
2.67,0.04,0.002,3.82,0.75,1
3.21,0.04,0.006,3.08,0.28,1
1.16,0.01,0.007,1.13,0.76,0
2.91,0.04,0.008,6.62,0.06,0
0.11,0.02,0.003,7.24,0.33,0
0.78,0.001,0.003,4.74,0.15,0
1.83,0.04,0.002,4.35,0.31,0
3.83,0.04,0.003,5.71,0.3,1
1.1,0.02,0.004,5.59,0.85,0
1.14,0.04,0.001,0.17,0.46,1
0.17,0.05,0.004,4.93,0.71,1
2.27,0.04,0.004,6.28,0.57,1
4.94,0.03,0.004,6.58,0.89,0
1.32,0.02,0.006,3.98,0.38,1
4.76,0.04,0.005,5.99,0.15,0
3.07,0.01,0.001,1.57,0.12,0
1.25,0.04,0.004,5.47,0.72,0
2.89,0.02,0.005,1.39,0.68,1
2.25,0.03,0.001,1.33,0.16,0
4.2,0.03,0.004,2.32,0.25,1
2.29,0.02,0.003,7.15,0.13,1
0.77,0.01,0.002,2.7,0.31,0
0.43,0.01,0.006,6.79,0.05,1
3.08,0.04,0.001,1.62,0.88,0
2.99,0.04,0.006,0.51,0.4,1
1.75,0.04,0.009,1.55,0.86,1
2.03,0.03,0.003,7.92,0.51,0
1.25,0.03,0.008,6.56,0.84,1
1.01,0.01,0.002,5.68,0.28,1
2.97,0.03,0.004,3.18,0.51,0
0.72,0.02,0.008,5.76,0.6,0
1.95,0.02,0.001,3.02,0.87,1
2.61,0.05,0.001,2.38,0.22,0
4.35,0.02,0.007,3.21,0.02,1
3.2,0.01,0.006,6.58,0.01,1
0.85,0.03,0.003,6.14,0.36,1
1.46,0.03,0.005,2.28,0.1,0
3.51,0.05,0.003,3.11,0.83,0
0.05,0.02,0.005,4.05,0.87,1
4.67,0.02,0.003,0.94,0.79,0
2.93,0.01,0.008,1.65,0.25,1
1.98,0.01,0.004,4.62,0.77,0
3.99,0.001,0.007,6.69,0.43,1
1.4,0.05,0.007,7.74,0.7,1
0.31,0.04,0.004,4.59,0.54,1
4.83,0.01,0.008,0.95,0.53,0
0.12,0.04,0.007,0.71,0.28,0
4.36,0.03,0.003,1.45,0.88,1
2.46,0.01,0.001,7.17,0.24,1
3.6,0.01,0.004,1.41,0.19,1
3.88,0.05,0.005,6.1,0.2,1
1.41,0.02,0.001,5.79,0.12,1
0.81,0.03,0.005,5.11,0.07,0
1.01,0.02,0.003,6.76,0.3,1
2.91,0.04,0.005,3.07,0.05,1
0.42,0.02,0.004,3.76,0.31,1
1.68,0.02,0.009,3.03,0.1,0
2.46,0.01,0.001,0.8,0.06,0
0.29,0.01,0.005,6.97,0.88,1
1.7,0.05,0.008,0.14,0.44,1
4.36,0.04,0.001,5.1,0.86,1
3.18,0.01,0.008,0.4,0.16,1
0.19,0.001,0.004,1.11,0.54,1
2.73,0.01,0.003,3.33,0.67,1
2.98,0.03,0.005,6.13,0.83,0
3.53,0.01,0.005,5.28,0.51,0
3.31,0.05,0.001,4.4,0.71,0
3.65,0.03,0.004,6.09,0.04,1
2.91,0.03,0.003,2.56,0.49,1
4.24,0.04,0.006,6.35,0.8,0
2.24,0.03,0.006,5.6,0.64,1
1.86,0.03,0.003,4.14,0.35,1
3.07,0.04,0.004,6.44,0.88,0
0.53,0.001,0.008,4.47,0.43,1
1.18,0.02,0.001,5.21,0.74,0
4.98,0.04,0.003,1.1,0.81,1
1.16,0.05,0.002,2.56,0.44,1
1.06,0.001,0.007,4.05,0.32,1
1.27,0.05,0.008,6.43,0.19,1
4.13,0.05,0.001,6.3,0.06,1
3.82,0.04,0.004,7.34,0.19,1
3.52,0.02,0.003,1.07,0.54,1
4.19,0.01,0.003,3.09,0.52,1
1.9,0.01,0.002,2.62,0.07,0
3.47,0.03,0.007,5.98,0.36,1
1.24,0.04,0.005,5.29,0.08,0
0.5,0.02,0.008,0.57,0.88,1
0.03,0.04,0.004,7.49,0.48,1
0.31,0.04,0.009,7.37,0.89,1
0.49,0.01,0.001,1.03,0.56,1
4.76,0.03,0.005,7.72,0.04,1
3.42,0.001,0.001,2.25,0.2,1
1.91,0.03,0.008,6.24,0.59,0
3.79,0.02,0.008,5.64,0.29,1
0.06,0.05,0.008,0.83,0.54,1
1.72,0.01,0.007,0.11,0.68,1
0.6,0.01,0.003,3.84,0.44,1
4.55,0.02,0.004,5.66,0.34,1
3.44,0.03,0.003,4.79,0.13,0
2.25,0.01,0.009,1.82,0.14,1
0.67,0.03,0.004,5.54,0.32,1
4.5,0.02,0.008,2.88,0.82,0
0.73,0.03,0.006,5.33,0.16,0
4.27,0.01,0.007,2.92,0.09,1
2.16,0.01,0.009,1.02,0.29,1
3.47,0.02,0.001,0.65,0.04,1
1.57,0.001,0.003,1.13,0.41,0
2.66,0.001,0.005,1.77,0.7,1
4.87,0.01,0.004,2.14,0.08,1
3.88,0.01,0.008,1.45,0.01,1
0.34,0.05,0.002,1.51,0.12,1
0.02,0.001,0.003,2.54,0.42,1
0.93,0.02,0.004,1.58,0.45,1
1.62,0.02,0.002,6.47,0.39,0
4.79,0.02,0.007,7.4,0.89,0
4.07,0.01,0.008,6.34,0.11,0
3.67,0.02,0.007,1.36,0.08,1
2.74,0.02,0.001,1.35,0.57,1
2.36,0.01,0.001,5.83,0.7,1
3.57,0.03,0.006,5.42,0.76,0
2.72,0.001,0.001,7.85,0.06,1
3.54,0.03,0.008,4.96,0.66,1
2.02,0.001,0.005,4.9,0.59,0
0.52,0.001,0.008,7.18,0.11,1
2.46,0.001,0.008,5.87,0.57,1
0.18,0.04,0.005,1.99,0.25,1
2.5,0.03,0.003,0.51,0.08,1
2.36,0.04,0.006,4.47,0.6,1
0.35,0.001,0.005,2.57,0.72,0
2.48,0.02,0.006,7.93,0.29,1
0.68,0.03,0.005,3.83,0.04,1
3.49,0.01,0.007,5.01,0.14,0
3.72,0.04,0.002,1.96,0.71,1
4.11,0.02,0.002,6.98,0.1,0
4.76,0.02,0.005,6.26,0.58,1
2.54,0.03,0.005,1.18,0.26,1
4.57,0.02,0.006,5.24,0.39,0
0.91,0.01,0.005,4.79,0.04,1
3.64,0.001,0.001,5.58,0.82,0
0.42,0.01,0.009,3.7,0.34,1
1.07,0.03,0.001,3.52,0.05,0
4.32,0.01,0.006,6.25,0.65,1
4.4,0.02,0.003,4.57,0.63,0
0.44,0.01,0.008,4.37,0.38,1
4.62,0.04,0.005,5.41,0.61,0
3.5,0.02,0.004,2.81,0.46,1
0.75,0.03,0.005,7.66,0.62,1
1.71,0.01,0.007,3.27,0.77,0
3.26,0.04,0.006,0.26,0.77,1
2.76,0.02,0.009,1.9,0.7,1
0.75,0.01,0.006,3.49,0.89,1
4.55,0.001,0.007,3.35,0.36,1
1.12,0.01,0.008,4.98,0.36,1
3.42,0.01,0.009,7.55,0.8,0
0.99,0.05,0.004,0.41,0.36,1
3.71,0.02,0.004,0.38,0.47,1
3.56,0.04,0.007,4.49,0.08,1
1.5,0.04,0.004,3.37,0.09,1
0.56,0.03,0.007,7.67,0.27,1
1.05,0.02,0.001,4.97,0.13,1
4.96,0.02,0.002,6.39,0.01,1
0.22,0.03,0.001,1.79,0.88,1
2.53,0.02,0.003,4.86,0.41,0
1.85,0.001,0.002,7.57,0.78,0
3.28,0.05,0.006,5.42,0.31,1
3.92,0.05,0.008,5.18,0.82,1
4.19,0.01,0.004,2.47,0.28,1
2.75,0.03,0.004,6.12,0.89,1
2.82,0.03,0.001,4.08,0.03,1
3.72,0.03,0.004,6.82,0.54,0
1.34,0.02,0.004,4.13,0.1,1
3.77,0.04,0.001,2.34,0.79,0
0.6,0.04,0.008,5.24,0.42,0
3.45,0.01,0.004,1.89,0.79,1
2.58,0.02,0.007,0.65,0.18,1
4.2,0.03,0.002,1.36,0.42,0
2.64,0.04,0.002,6.6,0.72,1
2.72,0.05,0.006,1.87,0.18,1
4.69,0.02,0.003,1.78,0.26,1
3.51,0.05,0.005,1.99,0.52,1
3.73,0.02,0.001,7.42,0.23,1
2.17,0.05,0.003,4.27,0.38,1
0.4,0.03,0.008,4.8,0.44,0
0.36,0.03,0.008,2.96,0.33,1
3.68,0.01,0.006,1.87,0.87,1
4.9,0.04,0.007,0.21,0.2,0
3.62,0.03,0.001,4.4,0.53,1
0.15,0.01,0.007,6.9,0.42,1
2.1,0.05,0.005,4.01,0.78,1
0.76,0.02,0.001,2.28,0.89,0
1.34,0.03,0.009,7.78,0.88,1
1.74,0.01,0.008,7.93,0.51,1
0.83,0.03,0.001,0.24,0.27,0
3.68,0.03,0.007,3.53,0.66,1
3.87,0.02,0.001,3.16,0.07,1
0.93,0.02,0.004,4,0.71,0
1.32,0.01,0.009,5.06,0.84,1
2.54,0.05,0.001,1.19,0.47,1
0,0.02,0.006,4.06,0.37,1
0.16,0.02,0.001,4.18,0.41,1
1.05,0.01,0.001,5.04,0.28,0
0.74,0.001,0.002,3.23,0.55,0
4.93,0.05,0.004,7.63,0.21,0
3.57,0.04,0.002,0.63,0.66,1
4.39,0.01,0.001,0.46,0.58,1
2.59,0.05,0.001,2.35,0.02,1
0.47,0.04,0.006,5.09,0.05,1
4.7,0.001,0.002,3.9,0.27,1
0.39,0.001,0.007,7.06,0.4,0
1.13,0.02,0.006,7.43,0.66,1
3.78,0.05,0.001,0.32,0.47,0
0.28,0.01,0.003,3.7,0.62,1
4.4,0.04,0.006,3.53,0.13,1
4.45,0.03,0.004,3.03,0.36,0
0.27,0.01,0.001,6.71,0.16,0
1.48,0.04,0.005,6.06,0.85,0
0.8,0.03,0.006,5.43,0.53,1
3.59,0.01,0.007,6.15,0.22,1
0.99,0.05,0.007,7.64,0.04,0
1.69,0.04,0.001,1.01,0.73,1
0.79,0.01,0.008,3.35,0.19,0
4.51,0.03,0.002,3.02,0.02,1
2.1,0.04,0.001,0.26,0.03,0
3.41,0.01,0.001,3.15,0.52,0
4.91,0.02,0.007,4.43,0.29,1
1.08,0.04,0.007,5.29,0.58,0
2.84,0.02,0.004,5.19,0.18,0
2.69,0.03,0.009,5.31,0.07,0
3.94,0.05,0.006,5.61,0.09,1
2.7,0.03,0.009,2.94,0.73,0
4.11,0.05,0.008,1.46,0.59,0
0.05,0.01,0.008,2.69,0.24,1
2.72,0.01,0.005,5.37,0.8,1
4.57,0.001,0.001,7.87,0.36,1
1.99,0.02,0.004,6.4,0.27,0
0.28,0.04,0.001,0.39,0.79,0
1.14,0.03,0.001,6.54,0.47,1
4.44,0.02,0.006,3.02,0.55,0
3.83,0.04,0.001,6.64,0.71,0
2.47,0.001,0.002,3.63,0.63,1
2.26,0.01,0.006,5.22,0.79,1
4.33,0.001,0.002,2.46,0.34,1
4.93,0.01,0.002,3.13,0.57,0
3.56,0.03,0.009,5.02,0.79,0
1.7,0.31,0.01,0.72,0.83,0
2.37,0.35,0.08,5.64,0.68,0
1.06,0.48,0.04,4.83,0.53,0
1.41,0.87,0.03,7.42,0.03,0
0.97,0.17,0.04,2.91,0.69,1
0.99,0.21,0.07,0.93,0.43,0
2.41,0.81,0.04,1.5,0.62,0
3.98,0.88,0.09,6.4,0.1,0
0.65,0.66,0.01,3.54,0.77,0
0.27,0.7,0.12,6.55,0.49,0
3.32,0.54,0.08,5.92,0.15,0
1.4,0.4,0.08,0.42,0.76,0
1.93,0.57,0.12,0.16,0.42,0
4.98,0.37,0.09,0.89,0.51,0
2.94,0.1,0.12,6.11,0.54,0
0.66,0.57,0.07,2.1,0.77,0
3.52,0.99,0.12,5.61,0.47,0
2.16,0.25,0.04,7.97,0.88,0
4.93,0.77,0.03,1.24,0.68,0
4.17,0.29,0.04,0.11,0.41,0
0.73,0.49,0.08,5.32,0.2,0
1.2,0.59,0.1,3.98,0.65,0
0.32,0.65,0.02,3.89,0.12,0
4.37,0.68,0.05,7.43,0.61,0
2.41,0.3,0.09,4.1,0.13,0
3.36,0.65,0.02,7.52,0.73,0
1.87,0.04,0.07,2.63,0.25,0
3.47,0.04,0.02,3.29,0.73,0
4.46,0.93,0.07,6.64,0.62,0
4.62,0.84,0.01,3.09,0.72,0
1.74,0.16,0.12,5.89,0.78,0
1.92,0.46,0.08,3.48,0.52,0
2.76,0.15,0.02,4.12,0.17,0
1.68,0.7,0.03,4.35,0.74,0
0.06,0.37,0.05,8.31,0.68,0
4.54,0.22,0.11,4.74,0.32,0
3.57,0.65,0.04,4.95,0.76,0
4.4,0.22,0.03,0.94,0.61,0
2.56,0.71,0.12,2.93,0.87,0
2.39,0.93,0.01,4.58,0.26,0
1.76,0.22,0.04,2.28,0.9,0
3.5,0.79,0.04,2.81,0.36,0
3.42,0.08,0.04,2.97,0.84,0
3.18,0.53,0,3.7,0.68,0
0.34,0.16,0.02,3.17,0.11,1
1.56,0.53,0.12,5.79,0.88,1
1.14,0.68,0.06,1.43,0.85,0
0.99,0.36,0.11,5.49,0.72,0
2.73,0.59,0.06,0.45,0.09,0
0.35,0.52,0.11,6.18,0.35,0
0.28,0.7,0.12,0.78,0.47,0
2.6,0.06,0.08,8.39,0.82,0
0.91,0.92,0.03,6.23,0.04,0
4.37,0.56,0.04,8.1,0.32,0
0.29,0.44,0.13,6.19,0.49,0
3.68,0.71,0.01,4.11,0.81,0
3.31,0.93,0.06,2.56,0.51,0
0.47,0.06,0.01,1.33,0.83,0
0.82,0.39,0.01,4.5,0.04,0
0.65,0.67,0.09,0.93,0.64,0
0.63,0.86,0.01,1.27,0.53,0
3.87,0.08,0.06,3.93,0.23,0
2.83,0.75,0.11,6.31,0.47,0
3.67,0.03,0.01,7.52,0.45,0
3.93,0.96,0.01,3.65,0.02,0
4.69,0.53,0.04,4.58,0.89,0
2.3,0.86,0.02,5.12,0.36,0
0.59,0.8,0.05,6.77,0.89,0
4.67,0.89,0.1,2.19,0.71,0
2.55,0.74,0.01,2.57,0.26,0
3.13,0.47,0.05,5.08,0.03,0
3.08,0.84,0.01,7.87,0.41,0
2.9,0.67,0.11,2.91,0.6,0
1.43,0.92,0.08,2.27,0.03,0
2.78,0.67,0.02,2.38,0.74,0
3.07,0.05,0.12,3.76,0.29,0
2.01,0.53,0.1,4.58,0.71,0
2.4,0.59,0.11,5.37,0.01,0
2.5,0.35,0.07,3.48,0.77,0
2.72,0.05,0.02,3.16,0.31,0
1.17,0.25,0.04,6.35,0.68,0
3.35,0.43,0.1,7.61,0.22,0
0.48,0.51,0.11,3.66,0.65,0
1.24,0.84,0.05,0.18,0.18,0
0.9,0.12,0.09,7.89,0.89,1
4.69,0.78,0.09,6.61,0.41,0
0.55,0.12,0.03,3.67,0.85,0
4.8,0.63,0.05,1.3,0.52,0
1.94,0.76,0.1,6.02,0.33,0
3.8,0.33,0.06,1.3,0.38,0
3.37,0.37,0.12,6.24,0.23,1
1.8,0.18,0.01,0.5,0.51,0
0.99,0.91,0.04,2.08,0.15,0
2.71,0.29,0.02,3.36,0.79,0
2.81,0.95,0.12,4.71,0.19,0
0.48,0.96,0.1,2.54,0.17,0
2.68,0.61,0.03,2.36,0.69,0
2.9,0.3,0.06,0.55,0.02,0
0.09,0.05,0.01,4.9,0.33,0
0.93,0.73,0.09,4.61,0.85,0
3.08,0.77,0.12,6.36,0.61,0
2.27,0.27,0.05,4.91,0.72,0
4.96,0.51,0.1,5.33,0.84,0
1.2,0.06,0.09,2.14,0.81,0
4.85,0.99,0.07,7.45,0.46,0
0.52,0.79,0.03,7.45,0.15,0
1.67,0.27,0.08,3.22,0.11,0
2.73,0.48,0.05,2.94,0.69,0
0.14,0.88,0.03,3.86,0.47,0
4.71,1.03,0.05,7.49,0.09,0
2.79,0.76,0.03,8.09,0.25,0
1.84,0.39,0.07,3.23,0.42,0
2.55,0.4,0.12,3.25,0.52,0
3.57,1.01,0.02,2.02,0.32,0
4.2,0.8,0.12,4.64,0.84,1
3.83,0.92,0.11,6.66,0.7,0
1.87,0.71,0.13,0.64,0.3,0
2.96,0.93,0.03,5.26,0.33,0
4.35,0.09,0.01,5.16,0.29,0
3.29,0.16,0.11,0.42,0.24,0
3.58,0.21,0.08,4.13,0.7,0
3.09,0.28,0.02,2.58,0.46,1
2.26,0.6,0.06,3.74,0.47,0
2.52,0.05,0.04,2.84,0.04,0
1.97,0.76,0.12,2.02,0.16,0
1.27,1.04,0.06,4.53,0.63,0
2.17,0.56,0.04,4.44,0.82,0
4.24,0.98,0.07,7.14,0.47,0
4.26,0.75,0.12,2.44,0.03,0
4.12,0.46,0.01,0.52,0.39,0
2.61,0.53,0.06,3.69,0.03,0
3.6,0.53,0.12,0.09,0.34,0
3.99,0.48,0.04,5.89,0.08,0
1.27,0.67,0.07,5.82,0.45,0
0.85,0.58,0.13,1.25,0.2,0
3.36,0.7,0.01,1.93,0.45,0
2.64,0.51,0.11,2.84,0.8,0
3.95,0.25,0.05,0.94,0.34,1
3.2,0.07,0.06,7.83,0.4,0
0.23,0.39,0.07,3.57,0.8,0
3.91,0.93,0.1,4.05,0.14,0
1.3,0.63,0.08,3.94,0.15,0
0.23,0.95,0.09,2.05,0.27,0
2.34,0.4,0.08,5.38,0.19,0
0.12,0.37,0.02,6.39,0,1
2.76,0.76,0.01,1.16,0.13,0
4.23,0.12,0.12,0.79,0.77,0
4.39,0.86,0.11,3.99,0.8,0
0.97,0.17,0.01,7.78,0.19,0
2.44,0.21,0.1,1.54,0.23,0
0.95,0.54,0.04,5.15,0.15,0
0.94,0.62,0.04,1.05,0.26,0
2.45,0.58,0.07,5.34,0.3,0
4.96,0.95,0.04,3.03,0.19,0
3.42,0.85,0.13,1.68,0.68,0
3.13,0.93,0.1,0.52,0.03,0
3.74,0.38,0.11,6.53,0.8,0
4.76,0.41,0.11,6.84,0.43,0
3.41,0.97,0.1,4.69,0.35,0
4.51,0.26,0.03,5.41,0.38,0
4.55,0.34,0.09,3.87,0.59,0
0.62,0.86,0.06,4.25,0.49,0
2.74,1,0.09,0.92,0.33,0
4.35,0.2,0.04,4.21,0.28,0
2.22,0.73,0.09,4.46,0.76,0
1.37,0.93,0.04,8,0.03,0
2.64,0.7,0.06,6.73,0.07,0
5.05,0.28,0.05,1.02,0.19,0
2.65,0.35,0.11,3.38,0.26,0
0.4,0.2,0.01,1.02,0.59,0
3.88,0.18,0.06,7.34,0.13,0
2.95,0.11,0.05,4.65,0.37,0
1.61,0.35,0.11,4.01,0.21,0
4.39,0.36,0.1,3.49,0.79,0
2.28,0.25,0.11,1.6,0.86,0
3.86,0.27,0,2.71,0.05,0
2.8,0.51,0.11,1.98,0.77,0
0.86,0.89,0.07,2.17,0.41,0
1.17,0.59,0.12,3.08,0.66,0
4.05,0.28,0.08,8.07,0.32,0
4.13,0.63,0.01,5.42,0.86,0
1.6,0.3,0.01,0.2,0.84,0
2.47,0.26,0,6.26,0.03,0
2.61,1,0.1,5.92,0.33,0
3.04,0.92,0.03,0.88,0.72,0
1.41,0.56,0.1,3.93,0.49,0
1.48,0.79,0.03,5.23,0.05,0
3.88,0.36,0.09,5.68,0.22,0
1.71,0.25,0.06,5.21,0.55,0
0.52,0.6,0.08,0.69,0.21,0
3.43,0.66,0.11,1.1,0.18,0
0.06,0.21,0.1,4.85,0.65,0
3.67,0.57,0.08,1.59,0.86,0
4.47,0.74,0.08,0.85,0.63,1
3.48,0.71,0.05,4.55,0.09,0
3.7,0.83,0.01,2.85,0.34,0
4.91,0.05,0.11,7.53,0.79,0
2.87,0.57,0.04,3.41,0.51,0
1.1,0.43,0.12,1.52,0.04,0
0.78,0.42,0.08,6.05,0.71,0
1.26,0.59,0.12,6.92,0.09,0
2.2,0.88,0.06,1.92,0.11,0
3.65,0.52,0.09,2.57,0.67,0
2.72,0.51,0.1,3.75,0.7,0
1.78,0.87,0.03,4.04,0.07,0
3.4,0.42,0.07,8.42,0.28,0
0.42,0.07,0.02,1,0.79,0
2.16,0.14,0.01,6.51,0.41,1
0.84,0.47,0.01,5.6,0.21,0
1.8,1.05,0.02,6.04,0.47,0
1.04,0.45,0.02,2.59,0.65,0
1.91,0.51,0.13,5.9,0.85,0
4.89,0.76,0.04,8.08,0.27,0
3.14,0.29,0.05,4.76,0.33,0
0.59,0.3,0.05,5.3,0.86,0
0.34,0.53,0.02,6.44,0.87,0
1.77,0.44,0.08,7.53,0.77,0
3.34,0.29,0.02,4.41,0.36,0
2.64,0.38,0.09,7.28,0.38,0
0.27,0.64,0.12,5.32,0.06,0
0.16,0.58,0.11,7.55,0.23,0
2.4,0.66,0.1,7.56,0.47,0
4.09,0.46,0.05,4.85,0.24,0
3.65,0.81,0.12,1.5,0.08,0
3.76,0.52,0.04,0.12,0.54,0
0.66,0.94,0.08,7.38,0.43,0
0.84,0.68,0.12,1.38,0.04,0
3.84,0.95,0.07,6.99,0.03,0
3.1,0.27,0.02,6.03,0.86,0
0.89,0.8,0.1,4.65,0.72,0
2.03,0.66,0.1,3.71,0.79,0
4.23,0.67,0.08,5.91,0.68,0
3.32,0.14,0.08,4.75,0.23,0
0.64,0.38,0.06,6.75,0.17,0
0.41,0.81,0.07,6.55,0.32,0
1.45,0.92,0.01,0.9,0.52,0
1.51,0.48,0.04,7.02,0.4,0
2.07,0.68,0.09,4.74,0.41,0
0.05,0.43,0.12,0.76,0.3,0
0.98,0.24,0.09,5.56,0.88,0
4.05,0.05,0.09,1.49,0.52,0
0.83,0.17,0.13,3.28,0.06,1
4.53,0.34,0.06,6.69,0.14,0
0.76,1.03,0.06,4.15,0.69,1
0.11,0.04,0.11,5.4,0.73,0
0.92,0.48,0.11,3.81,0.12,0
1.49,0.22,0.09,2.81,0.02,0
2.74,0.92,0.06,2.14,0.74,0
1.26,0.13,0.07,2.05,0.56,0
4.41,0.87,0.06,7.12,0.87,0
2.88,0.21,0.05,4.49,0.42,0
2.63,0.53,0.13,5.58,0.73,0
0.62,0.69,0.02,7.24,0.63,0
2.19,0.43,0.06,8.21,0.76,0
0.2,0.65,0.05,7.26,0.52,0
2.06,0.31,0.1,6.64,0.06,0
1.77,0.34,0.01,6.79,0.28,0
2.23,0.51,0.06,1.95,0.33,0
4.43,0.58,0.06,3.69,0.1,0
1.8,0.28,0.09,7.2,0.15,0
1.94,0.22,0.05,6.12,0.68,0
2.95,0.6,0.03,6.48,0.08,0
3.78,0.18,0.11,7.22,0.61,0
3.02,0.76,0.05,1.55,0.65,0
3.9,0.41,0.03,7.94,0.06,0
2.37,0.83,0.06,3.63,0.4,0
4,0.89,0.01,7.26,0.01,0
2.11,0.68,0.03,2.32,0.55,0
2.27,0.35,0.02,7.04,0.8,0
3.89,0.45,0.06,1.76,0.18,0
4.02,0.5,0.07,1.29,0.4,0
